ZIP,COUNTY,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,H_MALE,H_FEMALE,TOM_MALE,TOM_FEMALE,AGE_1,AGE_2,AGE_3,AGE_4,AGE_5,AGE_6,AGE_7,AGE_8,AGE_9,AGE_10,AGE_11,AGE_12,AGE_13,AGE_14,AGE_15,AGE_16,AGE_17,AGE_18,STATUS_CHARGED_OFF,STATUS_CURRENT,STATUS_DEFAULT,STATUS_FULLY_PAID,STATUS_IN_GRACE_PERIOD,STATUS_LATE_1,STATUS_LATE_2,ACCEPTED_COUNT,REJECT_COUNT
273,37001,0.360819075539,0.389920139503,0.0904495943794,0.1066301903,0.00698779347469,0.00729106118426,0.00802395814906,0.00940761707397,0.000328540018702,0.000404356946094,0.063130228209,0.0610263084738,0.00958452323789,0.0101531501933,0.056717379767,0.0643432990472,0.0655690060401,0.073946776517,0.0663461295459,0.0630796835907,0.0565910182213,0.0575766382774,0.0647982006116,0.0689744496955,0.071533270995,0.0680204200258,0.0584422148652,0.0521620460461,0.0398797038085,0.0282038969901,0.0210771058152,0.0227387601405,35,239,0,136,8,1,9,428,3392
274,37081,0.280539026275,0.298765455951,0.156416151468,0.185666537867,0.00360510046368,0.00380602782071,0.0237113601236,0.0240417310665,0.000423106646059,0.000473338485317,0.0401719474498,0.0379520865533,0.0106858578053,0.0118663060278,0.0603728748068,0.0627743431221,0.0644571097372,0.0725386398764,0.0751120556414,0.0730969860896,0.0634621329212,0.062521251932,0.064565301391,0.0677337712519,0.0693102782071,0.0657476816074,0.0571445131376,0.0484061051005,0.0334679289026,0.0233616692427,0.0172585007728,0.0186688562597,60,195,0,115,3,2,9,384,3091
275,37037,0.395006203474,0.425896683961,0.0605402661854,0.0695775998195,0.0065277464471,0.00600609068351,0.00834649221746,0.0111380554929,0.000634446198962,0.000422964132642,0.0653197608843,0.0587074216106,0.00765565080081,0.00824780058651,0.0458493119783,0.0576359124746,0.0613579968419,0.0523488608166,0.0456942251297,0.0425219941349,0.0465260545906,0.0539138281074,0.0613438980374,0.0651364764268,0.0709733814573,0.0725524475524,0.0743711933228,0.077825400406,0.0651223776224,0.042225919242,0.0313416422287,0.03325907963,208,836,1,586,23,9,26,1689,9554
276,37063,0.261636407135,0.269112682421,0.175509715835,0.208003269624,0.00502737978149,0.00434620803317,0.0248677529972,0.026057311465,0.00060142481193,0.000561551343736,0.0728388580239,0.0611193811638,0.0117527047503,0.012523591802,0.068961163242,0.0619434328398,0.0551516520907,0.0621428001808,0.0726029400037,0.0922638826125,0.0879907759377,0.0762413939764,0.0684660676786,0.0618138440682,0.0623321991547,0.0604946968287,0.0550752279433,0.0420964140461,0.0266520906988,0.0173216991414,0.01293561764,0.0155141019166,80,402,0,298,12,6,10,808,4819
277,37037,0.395006203474,0.425896683961,0.0605402661854,0.0695775998195,0.0065277464471,0.00600609068351,0.00834649221746,0.0111380554929,0.000634446198962,0.000422964132642,0.0653197608843,0.0587074216106,0.00765565080081,0.00824780058651,0.0458493119783,0.0576359124746,0.0613579968419,0.0523488608166,0.0456942251297,0.0425219941349,0.0465260545906,0.0539138281074,0.0613438980374,0.0651364764268,0.0709733814573,0.0725524475524,0.0743711933228,0.077825400406,0.0651223776224,0.042225919242,0.0313416422287,0.03325907963,37,184,0,122,4,2,9,358,2504
278,37013,0.350129063398,0.367127657342,0.115485509223,0.137499737676,0.00507859226459,0.00444901471113,0.00256028205074,0.00318985960421,0.000356760613628,0.00033577469518,0.0412373297517,0.0365784558561,0.00709324043567,0.00669450798514,0.0518142326499,0.0578162053262,0.0618245157499,0.0579211349185,0.0543325428637,0.0491909928438,0.0494428238652,0.054857190825,0.0587815575749,0.0590333885963,0.0686239533273,0.077123250299,0.0778997292817,0.0774800109127,0.058319867369,0.0389078928039,0.0245115527481,0.022119158045,79,270,0,147,8,4,7,515,5029
279,37013,0.350129063398,0.367127657342,0.115485509223,0.137499737676,0.00507859226459,0.00444901471113,0.00256028205074,0.00318985960421,0.000356760613628,0.00033577469518,0.0412373297517,0.0365784558561,0.00709324043567,0.00669450798514,0.0518142326499,0.0578162053262,0.0618245157499,0.0579211349185,0.0543325428637,0.0491909928438,0.0494428238652,0.054857190825,0.0587815575749,0.0590333885963,0.0686239533273,0.077123250299,0.0778997292817,0.0774800109127,0.058319867369,0.0389078928039,0.0245115527481,0.022119158045,24,80,0,41,3,1,3,152,1826
280,37007,0.250126169494,0.227493303311,0.257773981909,0.232035405101,0.00543499359447,0.00287278232851,0.00531852944602,0.00539617221165,0.000427035210994,0.000232928296906,0.0255056485112,0.011918164525,0.00663845646182,0.00625024263364,0.0467409449125,0.0557475057262,0.0585814666718,0.0552816491323,0.0715478085329,0.0740323770333,0.0658798866416,0.0626188904849,0.0652975658993,0.0674715633371,0.0712760588532,0.0706549167281,0.0650646376024,0.0564851119997,0.0422764858884,0.0275243604177,0.0204976901277,0.0230210800109,107,472,0,325,7,3,22,936,6381
281,37007,0.250126169494,0.227493303311,0.257773981909,0.232035405101,0.00543499359447,0.00287278232851,0.00531852944602,0.00539617221165,0.000427035210994,0.000232928296906,0.0255056485112,0.011918164525,0.00663845646182,0.00625024263364,0.0467409449125,0.0557475057262,0.0585814666718,0.0552816491323,0.0715478085329,0.0740323770333,0.0658798866416,0.0626188904849,0.0652975658993,0.0674715633371,0.0712760588532,0.0706549167281,0.0650646376024,0.0564851119997,0.0422764858884,0.0275243604177,0.0204976901277,0.0230210800109,81,405,0,266,8,2,7,769,5008
282,37025,0.376998607455,0.387961090048,0.0821398440756,0.0936105548836,0.00348644555351,0.00347119870707,0.0152519287261,0.0154348908834,0.000360842032506,0.000538721907685,0.0515495878269,0.0492727254246,0.00953944359175,0.0112064321363,0.062029253616,0.0745672436751,0.0786737276507,0.0691088726482,0.0603876764822,0.0570994399325,0.0628678301705,0.0695408666308,0.0770270682347,0.0763460424269,0.0708927536821,0.0622884500056,0.0519155121416,0.0448511399559,0.0323385613076,0.0212083634035,0.01422022545,0.0146369725862,158,721,0,472,23,7,27,1408,9012
283,37017,0.301153913398,0.307273151116,0.156215397168,0.187073838802,0.0138119937059,0.0160265749752,0.00119470831634,0.00174835363366,0.000203974590594,0.000116556908911,0.0444664607495,0.0343260096742,0.00696427530742,0.00821726207821,0.0512850399207,0.0607552887697,0.0636692114925,0.0613672125415,0.0606387318608,0.0521300775103,0.0525671659188,0.0567632146395,0.0622996678128,0.0600559473163,0.0685354624395,0.0784136604697,0.0775394836529,0.0676904248499,0.0496241039688,0.0343551489015,0.0229325718282,0.0193775861064,139,531,0,274,13,7,23,987,9254
284,37017,0.301153913398,0.307273151116,0.156215397168,0.187073838802,0.0138119937059,0.0160265749752,0.00119470831634,0.00174835363366,0.000203974590594,0.000116556908911,0.0444664607495,0.0343260096742,0.00696427530742,0.00821726207821,0.0512850399207,0.0607552887697,0.0636692114925,0.0613672125415,0.0606387318608,0.0521300775103,0.0525671659188,0.0567632146395,0.0622996678128,0.0600559473163,0.0685354624395,0.0784136604697,0.0775394836529,0.0676904248499,0.0496241039688,0.0343551489015,0.0229325718282,0.0193775861064,64,292,0,177,8,1,13,555,4087
285,37013,0.350129063398,0.367127657342,0.115485509223,0.137499737676,0.00507859226459,0.00444901471113,0.00256028205074,0.00318985960421,0.000356760613628,0.00033577469518,0.0412373297517,0.0365784558561,0.00709324043567,0.00669450798514,0.0518142326499,0.0578162053262,0.0618245157499,0.0579211349185,0.0543325428637,0.0491909928438,0.0494428238652,0.054857190825,0.0587815575749,0.0590333885963,0.0686239533273,0.077123250299,0.0778997292817,0.0774800109127,0.058319867369,0.0389078928039,0.0245115527481,0.022119158045,72,248,0,150,4,3,4,481,5345
286,37003,0.457709310114,0.454092431346,0.03748158071,0.0219691895512,0.00259879437374,0.00208975217683,0.00509042196919,0.00514400535834,0.000160750167448,0.000241125251172,0.0239785666443,0.0207635632954,0.00643000669792,0.00699263228399,0.0477963831212,0.0580843938379,0.06330877428,0.0578432685867,0.0593168117883,0.0520026791695,0.0555927662425,0.0581379772271,0.0686135298058,0.0703549899531,0.0775887474883,0.0713462826524,0.0652913596785,0.0658539852646,0.05165438714,0.0360080375084,0.023683858004,0.0175217682518,85,329,0,206,2,4,13,639,5003
287,37011,0.496466730737,0.439934422522,0.0384419695856,0.00576629543784,0.00350500310928,0.00180903386285,0.00226129232857,0.00254395386964,0.000226129232857,0.000282661541071,0.0298490587371,0.0183164678614,0.0040137938832,0.00474871388999,0.0374243880378,0.042229634236,0.0439821357906,0.0610548928713,0.0691390129459,0.065747074453,0.0581717451524,0.0634857821245,0.0703827237266,0.0710611114252,0.0704392560348,0.0708349821923,0.0673865113913,0.068630222172,0.0521227881734,0.0381593080445,0.0258352648539,0.0239131663746,56,274,0,171,3,1,16,521,4003
288,37021,0.428489047232,0.466403083996,0.0320564978,0.0335218699887,0.00255551430219,0.00267005821991,0.00594048456027,0.00702667688346,0.000825506165623,0.000770209101897,0.0336245645356,0.032115744654,0.00965328741044,0.0100877643397,0.0523465703971,0.0528916414538,0.0539067375522,0.05476384204,0.0609334144357,0.0683985180387,0.0676125097757,0.066281430456,0.0645119244168,0.0640971964389,0.0679719406899,0.0704998064603,0.0697927940026,0.0635718743335,0.0446444793781,0.0300697532961,0.022573051371,0.0251325154634,16,84,0,56,1,0,3,160,998
289,37039,0.454080506292,0.481124438884,0.00827875487527,0.00849952167194,0.00761645448525,0.00754286555302,0.00338509088233,0.00397380234013,0.00047832805946,0.000257561262786,0.0154904702333,0.0154904702333,0.0125101184782,0.0122525572154,0.0428287585547,0.049819707116,0.0518066082861,0.0512546912944,0.0475384502171,0.0423504304953,0.0437854146736,0.0479063948782,0.0561483552874,0.0593862683052,0.0670027227905,0.0781146515564,0.0878651850762,0.093715505188,0.0759069835897,0.0488630509971,0.0296195452204,0.0260872764736,1,16,0,14,0,0,0,31,274
290,45003,0.350819217387,0.36185468163,0.118013134012,0.134638694076,0.00271363874835,0.0028463055316,0.00409457935584,0.00533682287175,0.000301515416483,0.00035578819145,0.0298379656152,0.0248448703182,0.00923843236105,0.00978719041905,0.0563833828824,0.0618890543874,0.0628177218701,0.0605563562465,0.0619131756207,0.0651333602687,0.0607372654964,0.0563411707241,0.0577884447232,0.0622146910372,0.0715616689481,0.0735697616219,0.0682751509085,0.0614367812626,0.0473801325462,0.0305374813814,0.0215643825869,0.0199000174879,47,302,0,160,10,0,9,528,4261
291,45003,0.350819217387,0.36185468163,0.118013134012,0.134638694076,0.00271363874835,0.0028463055316,0.00409457935584,0.00533682287175,0.000301515416483,0.00035578819145,0.0298379656152,0.0248448703182,0.00923843236105,0.00978719041905,0.0563833828824,0.0618890543874,0.0628177218701,0.0605563562465,0.0619131756207,0.0651333602687,0.0607372654964,0.0563411707241,0.0577884447232,0.0622146910372,0.0715616689481,0.0735697616219,0.0682751509085,0.0614367812626,0.0473801325462,0.0305374813814,0.0215643825869,0.0199000174879,29,175,0,97,2,0,3,306,3538
292,45063,0.395294376457,0.408816568677,0.0720249225605,0.0810479965086,0.00294500643998,0.00227794474032,0.00876760350988,0.0100981787087,0.000393850258841,0.000422235863082,0.031706719937,0.0259657314793,0.00883856752048,0.00907274875547,0.0598013717343,0.0668551943882,0.0669332547998,0.0621467322847,0.0596523473121,0.0674690330799,0.0655884867989,0.0638250311355,0.0673164604571,0.0687286442681,0.0734371063715,0.0704601661267,0.0615187007909,0.0530172123208,0.0374796421995,0.0240248657893,0.0165417108713,0.0152040392715,45,232,0,123,2,1,10,413,3674
293,45021,0.376000996548,0.38788838666,0.095828736164,0.111933658398,0.00252696017368,0.00229561874933,0.00300743851657,0.00382603124889,0.000622842296331,0.000480478342884,0.0227604370573,0.0193614976688,0.00761647150941,0.00797238139303,0.0619283197494,0.0683169021604,0.0663238068121,0.0666975121899,0.0664483752714,0.0668754671317,0.0552550094316,0.0583870164074,0.066412784283,0.0687973805033,0.0698295191657,0.0668932626259,0.0624087980923,0.0546677581236,0.0397551340001,0.0261059899633,0.0179378581343,0.0169591059544,43,191,0,102,3,1,7,347,4138
294,45009,0.184946236559,0.182056451613,0.286290322581,0.327150537634,0.00161290322581,0.00215053763441,0.00255376344086,0.00221774193548,0.000470430107527,0.000268817204301,0.0115591397849,0.00833333333333,0.0054435483871,0.00483870967742,0.0503360215054,0.0559811827957,0.0543682795699,0.0897849462366,0.0926075268817,0.051814516129,0.0451612903226,0.0463709677419,0.0516129032258,0.0579301075269,0.0704301075269,0.0711693548387,0.0737231182796,0.0635080645161,0.0465725806452,0.0326612903226,0.0237903225806,0.0221774193548,67,512,0,305,8,3,15,910,7999
295,45025,0.319229849838,0.324097616098,0.152704435317,0.173674946216,0.00362909359585,0.00328139600582,0.00260773192516,0.0033031271052,0.000369428689397,0.000195579894387,0.0257948149597,0.0159071647435,0.00882282634678,0.00808396896799,0.0576960688441,0.0649107938371,0.0647152139427,0.0658669622096,0.0628898015951,0.0587826238129,0.0529152269813,0.0572614468566,0.0632374991851,0.0719082078362,0.0767759740965,0.071603972445,0.0678444922529,0.0593693634961,0.0419627528957,0.0285763956799,0.0181671990786,0.0155160049547,62,361,0,174,3,3,9,612,6801
296,45001,0.343494304508,0.353802342371,0.133763837638,0.14864431253,0.00132360019252,0.00156425477298,0.00168458206321,0.00244665490133,4.01090967431e-05,0.000200545483716,0.00697898283331,0.00605647360821,0.00621690999519,0.00681854644633,0.0539066260228,0.0596823359538,0.0602438633082,0.0683459008503,0.067142627948,0.0505374618964,0.0512594256377,0.0506978982833,0.0589202631157,0.0636130274346,0.0687469918177,0.0737606289106,0.0736804107172,0.0691881918819,0.0502566982192,0.0345339322958,0.0237846943687,0.021699021338,82,579,0,332,13,4,11,1021,8762
297,45021,0.376000996548,0.38788838666,0.095828736164,0.111933658398,0.00252696017368,0.00229561874933,0.00300743851657,0.00382603124889,0.000622842296331,0.000480478342884,0.0227604370573,0.0193614976688,0.00761647150941,0.00797238139303,0.0619283197494,0.0683169021604,0.0663238068121,0.0666975121899,0.0664483752714,0.0668754671317,0.0552550094316,0.0583870164074,0.066412784283,0.0687973805033,0.0698295191657,0.0668932626259,0.0624087980923,0.0546677581236,0.0397551340001,0.0261059899633,0.0179378581343,0.0169591059544,40,247,0,171,5,1,9,473,3670
298,45001,0.343494304508,0.353802342371,0.133763837638,0.14864431253,0.00132360019252,0.00156425477298,0.00168458206321,0.00244665490133,4.01090967431e-05,0.000200545483716,0.00697898283331,0.00605647360821,0.00621690999519,0.00681854644633,0.0539066260228,0.0596823359538,0.0602438633082,0.0683459008503,0.067142627948,0.0505374618964,0.0512594256377,0.0506978982833,0.0589202631157,0.0636130274346,0.0687469918177,0.0737606289106,0.0736804107172,0.0691881918819,0.0502566982192,0.0345339322958,0.0237846943687,0.021699021338,23,125,0,56,1,0,2,207,2088
299,45013,0.383826403622,0.38801931076,0.0898440327637,0.100145331841,0.0022495809877,0.00206582808524,0.00606941405097,0.0075505738102,0.000684897181899,0.000707170260985,0.0592797999877,0.0529264041784,0.00934355667663,0.00949389996047,0.0559054285062,0.0575536363586,0.0540233533234,0.0553040553709,0.0692080249904,0.0608611886029,0.0556270150176,0.0519463886986,0.0511835357399,0.0500698817856,0.0573921565352,0.061150738631,0.0715745396433,0.0846042909087,0.0694474605906,0.0437276225159,0.0268223554895,0.0235983272918,21,138,0,72,3,2,2,238,1965
300,13013,0.404577418071,0.412352394852,0.055977179249,0.0616558312326,0.00269337932865,0.00217593206846,0.0189332625713,0.0189863340852,0.000371500597055,0.000490911503251,0.0527796205387,0.0470080934059,0.0107735173146,0.011012339127,0.0689398965105,0.0788642696033,0.0770996417673,0.066989518376,0.0597850603688,0.0714873291761,0.0764495157224,0.0716465437177,0.0711821679713,0.0664853389943,0.0667108929282,0.0592543452302,0.0494493830437,0.0447260183097,0.0294414223166,0.0189199946928,0.0115563221441,0.011012339127,374,2171,0,1356,44,10,51,4006,25899
301,13015,0.422221573379,0.431594109804,0.0527411992564,0.0571890176842,0.00283219948028,0.00297818914421,0.00433102669664,0.00551840929662,0.000399038414747,0.000389305770485,0.0439331561992,0.0391641605108,0.00993702979162,0.00986890128179,0.0639337401579,0.0684204891627,0.072887772879,0.067018988389,0.0634081773677,0.0665907520414,0.0630675348185,0.0630772674628,0.0695397432528,0.073481464179,0.0737345129298,0.0676418776217,0.0551646276777,0.0492861105434,0.0349888561223,0.022093102475,0.013888483362,0.0117764995572,186,1101,0,660,18,11,32,2008,13969
302,13035,0.355953036918,0.340355190099,0.165006569745,0.116644767516,0.00194973085237,0.00118679269275,0.00292459627856,0.002712669012,0.000127156359937,0.000127156359937,0.0176747340313,0.0137328868732,0.00686644343661,0.0061458907303,0.0556944856525,0.0587038528377,0.0600178018904,0.0598482600771,0.070953248845,0.0715042597381,0.0701055397787,0.065527910821,0.0668418598737,0.0691730598059,0.0745983978299,0.0670537871403,0.0606535836901,0.0528546602806,0.0395880133938,0.0244564065613,0.0169117958717,0.0155130759123,179,734,0,471,21,6,30,1441,13019
303,13063,0.116624993156,0.113525944042,0.315533573032,0.371531820919,0.00321220638426,0.00280338011717,0.0265299045464,0.0273293059079,0.000543884944608,0.000474530488584,0.0685331532551,0.0610501724736,0.0100709970616,0.0118194594003,0.0760416856783,0.0822324834371,0.0785311456261,0.072033728167,0.0748955120366,0.0790129765837,0.0707159935026,0.0692887518023,0.0693216039131,0.0686463105255,0.0659524374441,0.0603931302586,0.047533354018,0.0354839298425,0.0215947874651,0.0130714898432,0.0085926520779,0.00665802777828,146,798,0,546,15,6,8,1519,10898
304,13031,0.335425527522,0.329974811083,0.139557611045,0.154065326011,0.00177561217327,0.00216101636591,0.00834124788372,0.0104609709433,0.000715750643487,0.000523048547164,0.020357600033,0.0171642510082,0.0073777374021,0.00962134038072,0.0568471184154,0.0571224071245,0.0565443008355,0.111629571513,0.171972856533,0.0787463352191,0.0586227305887,0.0520570948783,0.0506118291558,0.049428087707,0.0536675338261,0.0510385266548,0.0451886415879,0.0375356154767,0.0275426353388,0.018650810037,0.0125118718256,0.0102820332824,19,123,0,55,6,2,3,208,1869
305,13011,0.475587996756,0.458394160584,0.0160583941606,0.0150851581509,0.00335225736686,0.0029197080292,0.00605569072722,0.00708299540416,0.000594755339281,0.000756961340903,0.0388753717221,0.028169775615,0.0065963773993,0.00751554474182,0.0539605298729,0.0622330359557,0.0695863746959,0.0687753446878,0.0567180319005,0.0575290619086,0.0559610705596,0.0608813192755,0.070938091376,0.068829413355,0.0775885374426,0.0712625033793,0.0626115166261,0.0601784266018,0.0468234658016,0.027629088943,0.0170316301703,0.011462557448,75,497,0,325,13,1,8,919,5828
306,13011,0.475587996756,0.458394160584,0.0160583941606,0.0150851581509,0.00335225736686,0.0029197080292,0.00605569072722,0.00708299540416,0.000594755339281,0.000756961340903,0.0388753717221,0.028169775615,0.0065963773993,0.00751554474182,0.0539605298729,0.0622330359557,0.0695863746959,0.0687753446878,0.0567180319005,0.0575290619086,0.0559610705596,0.0608813192755,0.070938091376,0.068829413355,0.0775885374426,0.0712625033793,0.0626115166261,0.0601784266018,0.0468234658016,0.027629088943,0.0170316301703,0.011462557448,43,267,0,158,5,3,6,482,3405
307,13047,0.452657077971,0.481725965178,0.0137168811506,0.0154125662377,0.00213474640424,0.00166540499621,0.00660105980318,0.00858440575322,0.000514761544285,0.000439061317184,0.0147615442846,0.01441332324,0.00852384557154,0.00802422407267,0.0570476911431,0.0639818319455,0.0699015897048,0.0671158213475,0.0580015140045,0.060181680545,0.058485995458,0.0629523088569,0.0709311127933,0.0701892505678,0.071566994701,0.0649962149886,0.0593489780469,0.0554882664648,0.0421650264951,0.0305828917487,0.020287660863,0.0167751703255,63,172,0,135,4,2,10,386,3279
308,13033,0.246339854913,0.249505385799,0.221719059134,0.257814904375,0.00175862826995,0.00149483402946,0.00228621675093,0.00316553088591,0.000571554187734,0.000483622774236,0.0160035172565,0.0153000659486,0.00681468454605,0.00804572433502,0.0690261595955,0.0724115190152,0.0759727412618,0.0646295889206,0.0676192569796,0.0618157836887,0.0582985271488,0.0543855792482,0.059837326885,0.0594416355243,0.0720158276544,0.0717520334139,0.0656408001759,0.05179160255,0.0398768960211,0.0233018245768,0.0163552429105,0.0158276544295,36,157,0,88,9,0,5,295,2238
309,13073,0.370303779191,0.377391497515,0.0826090578402,0.0905784022436,0.00217976841696,0.00209646516536,0.0194165995613,0.0236234137673,0.00102046483214,0.000902451892372,0.0331616360759,0.0323286035598,0.0143975786522,0.015480520923,0.0617693610641,0.072855635465,0.0773123594258,0.0703704217921,0.0610682253631,0.0667259045345,0.0710646155555,0.0693985505234,0.0705092605448,0.0671771304807,0.0704884347319,0.0645600199928,0.0564934884625,0.0457334851304,0.0297045511343,0.0192152833699,0.0130855524394,0.01246771999,26,114,0,69,3,2,3,217,2131
310,13009,0.277678787479,0.269363602367,0.209617457489,0.209265491982,0.00191381244638,0.00120988143162,0.00943707516663,0.00886513121714,0.000395961195803,0.000395961195803,0.011240898392,0.0103389867793,0.00587342440441,0.00598341362546,0.0509250093491,0.0562484876482,0.0547086385534,0.0951846719022,0.12886337139,0.0624298818716,0.056534459623,0.0517389295849,0.051848918806,0.0570844057282,0.0663674959854,0.0650256274885,0.0594161772146,0.0506830330628,0.0362524472602,0.0253855122198,0.0164323896258,0.0148705426868,61,324,0,183,7,8,4,587,4577
311,13067,0.3158765145,0.323725877944,0.127273266841,0.150575853799,0.00246582512066,0.00223785769977,0.0254770454343,0.0274788421953,0.000384442100322,0.000348021269765,0.0658596530039,0.0620894225815,0.011473910545,0.0126825425517,0.0653713440905,0.0682823126958,0.0701613577686,0.0664329438553,0.0663169367653,0.0717436405183,0.0717800613489,0.0719527230641,0.0745264617568,0.0736402215466,0.0724788017277,0.064868197061,0.0527751323965,0.04292667003,0.0269500656924,0.0172904520769,0.0112486409635,0.0112540366421,1,3,0,2,0,1,1,8,35
312,13021,0.203843326546,0.217036058834,0.248072807229,0.293108944126,0.00141815366801,0.00134009016335,0.00918547238178,0.010863837732,0.00075461387839,0.000448865151801,0.016764137626,0.0150922775678,0.00672647198496,0.00720135830498,0.0715126755616,0.0710117680733,0.0673037516019,0.0681039025247,0.0761574540889,0.0713175167999,0.0628671424204,0.0585020914514,0.058332953858,0.0587297766733,0.0652155528522,0.0676420267888,0.059165631241,0.0495182831233,0.0333331164903,0.024095601772,0.0185140611888,0.0186766934902,25,86,0,40,5,0,2,158,1587
313,13029,0.39104078322,0.39670432877,0.0752767737712,0.078208156644,0.00287446281697,0.00253294248228,0.00890798872983,0.0119532117141,0.000768420753052,0.000739960725162,0.0334974528275,0.0343227936363,0.0156245553121,0.015368415061,0.0720038705638,0.0812249196004,0.0872869055412,0.0731707317073,0.0575177163674,0.0651450038421,0.0737114722372,0.0770128354726,0.0745368130461,0.06517346387,0.0667103053761,0.0561231750007,0.046133705211,0.0398440390472,0.0259270854085,0.0169052565672,0.0101033099012,0.01146939124,49,169,0,102,4,1,15,340,2991
314,13051,0.268187457311,0.274209286441,0.187732614059,0.213903873765,0.00165530603995,0.00157863923389,0.0133539636739,0.0155250282273,0.000672576980443,0.000947880511298,0.0323917255607,0.029272780496,0.0104580493177,0.01177532444,0.0677595171385,0.0628145081476,0.05722131616,0.0635219336762,0.0852221246463,0.0914774390499,0.0767957456892,0.0638460251746,0.0569041943713,0.0560991929076,0.0612707174619,0.0621070826189,0.0554231310724,0.048676452139,0.034137637826,0.0230592843502,0.016368363094,0.0172953344764,30,156,0,72,5,2,6,271,2609
315,13001,0.386311910697,0.38793757451,0.101874932264,0.0968895632383,0.00222174054406,0.00238430692533,0.00520212420072,0.00384740435678,0.00189660778151,0.000108377587515,0.0529966402948,0.0397203858242,0.00650265525089,0.00482280264441,0.0671399154655,0.0695784111846,0.0682778801344,0.0680611249594,0.0611791481522,0.0589574076081,0.058090386908,0.0615584697085,0.0612333369459,0.0614500921209,0.0685488241032,0.0732632491601,0.0617752248835,0.0574401213829,0.0416169936057,0.0281239839601,0.0174487915899,0.0162566381272,32,177,0,90,0,1,4,304,3093
316,13003,0.385448916409,0.383067396999,0.0877589902358,0.0912121933794,0.00904977375566,0.0050011907597,0.0050011907597,0.00333412717314,0.00631102643487,0.00357227911407,0.133603238866,0.108835437009,0.00904977375566,0.0111931412241,0.0825196475351,0.0800190521553,0.0747797094546,0.0689449869016,0.0653727077876,0.0652536318171,0.0621576565849,0.0660871636104,0.0631102643487,0.067516075256,0.0653727077876,0.0643010240533,0.0516789711836,0.0450107168373,0.0314360562039,0.0245296499166,0.0133365086925,0.00857346987378,22,101,0,53,1,2,2,181,1859
317,13007,0.253773584906,0.25251572327,0.206918238994,0.256603773585,0.000943396226415,0.00251572327044,0.00691823899371,0.00534591194969,0.0,0.00062893081761,0.0286163522013,0.0201257861635,0.00566037735849,0.00817610062893,0.0522012578616,0.0622641509434,0.0584905660377,0.0481132075472,0.0562893081761,0.0562893081761,0.0547169811321,0.0506289308176,0.0666666666667,0.0600628930818,0.0817610062893,0.0849056603774,0.0836477987421,0.064465408805,0.0418238993711,0.027358490566,0.0251572327044,0.0251572327044,41,211,0,78,4,3,9,346,3030
318,13053,0.508356790992,0.208128078818,0.121041520056,0.0755629838142,0.00941238564391,0.00439831104856,0.0207600281492,0.0101161154117,0.00475017593244,0.00281491907108,0.111980999296,0.0447748064743,0.0194405348346,0.015218156228,0.0927163969036,0.0613124560169,0.0380014074595,0.0870865587614,0.268209007741,0.154292751583,0.0877902885292,0.0543631245602,0.0379134412386,0.024278676988,0.0204961294863,0.0181210415201,0.0124912033779,0.0141625615764,0.0109078114004,0.0097642505278,0.00439831104856,0.00369458128079,7,62,0,34,2,0,3,108,860
319,13053,0.508356790992,0.208128078818,0.121041520056,0.0755629838142,0.00941238564391,0.00439831104856,0.0207600281492,0.0101161154117,0.00475017593244,0.00281491907108,0.111980999296,0.0447748064743,0.0194405348346,0.015218156228,0.0927163969036,0.0613124560169,0.0380014074595,0.0870865587614,0.268209007741,0.154292751583,0.0877902885292,0.0543631245602,0.0379134412386,0.024278676988,0.0204961294863,0.0181210415201,0.0124912033779,0.0141625615764,0.0109078114004,0.0097642505278,0.00439831104856,0.00369458128079,32,126,0,71,2,1,3,235,2391
320,12001,0.342885938053,0.359715191334,0.0946054069025,0.110434521703,0.00173485559539,0.00161945500146,0.0306273176286,0.030688864612,0.000426982197535,0.000323121662999,0.0442368943392,0.0476796787247,0.0134364758197,0.0135018694896,0.0557307934945,0.0502992722069,0.0456755550769,0.0784570171254,0.167103906695,0.0870851348648,0.0674208736594,0.0543421396809,0.0499915372898,0.0484297825853,0.054334446308,0.0573810219877,0.0548614423536,0.0456140080934,0.0311081534366,0.0204912987952,0.0143981474358,0.0172754689111,109,390,0,276,7,4,13,799,5846
321,12019,0.40561463374,0.414449396226,0.0545186231106,0.0569994165723,0.00276025043267,0.00261807057024,0.0136688778087,0.0181990223909,0.000696191050513,0.000862884682326,0.0473262831733,0.0482038761172,0.0144876377061,0.0151249957101,0.053827334814,0.0647065456667,0.0726735207166,0.0729480749337,0.0608529811195,0.060235234131,0.0615246584006,0.0612353959219,0.0668196325876,0.0698397289758,0.0775272470547,0.0704182539332,0.0610343830129,0.0547049277579,0.0369226394466,0.0245480886614,0.0154044526811,0.0147769001848,78,331,0,201,2,1,10,623,5513
